watershed_id,mean_elevation,mean_slope,mean_aspect,mean_plan_curvature,mean_profile_curvature,mean_twi,mean_spi,mean_tri,mean_distance_to_river,mean_rainfall_mean,mean_lulc,mean_soil_clay
24,219.81829833984375,0.6385929584503174,186.57757568359375,3.3967844501603395e-05,-3.411577199585736e-05,9.748859405517578,141.22608947753906,0.16470341384410858,826.1951293945312,,39.54166030883789,
25,222.82534790039062,0.5846099853515625,188.66648864746094,2.968430817418266e-05,-2.977000258397311e-05,9.821321487426758,70.8690414428711,0.150930255651474,820.2721557617188,,39.44179153442383,
26,225.11997985839844,0.4697618782520294,188.8040771484375,2.382436468906235e-05,-2.3862594389356673e-05,10.0116605758667,41.60715866088867,0.1273014396429062,845.7713012695312,,39.796043395996094,
27,227.4049835205078,0.4237135648727417,189.4640655517578,2.2671236365567893e-05,-2.2751870346837677e-05,10.034893035888672,47.20480728149414,0.11473506689071655,806.9024658203125,,39.76806640625,
28,222.50265502929688,0.515299379825592,184.47161865234375,2.5346282200189307e-05,-2.489093276381027e-05,9.869546890258789,179.20797729492188,0.1303885132074356,694.6744995117188,,39.70651626586914,
29,222.07595825195312,0.5957401394844055,188.4656524658203,3.238799763494171e-05,-3.258182550780475e-05,9.705260276794434,256.66778564453125,0.15026667714118958,729.081787109375,,38.98419189453125,
30,222.75143432617188,0.6227260231971741,186.76087951660156,3.0280963983386755e-05,-3.0252458600443788e-05,9.713035583496094,222.48365783691406,0.15798285603523254,662.8284301757812,,38.74510192871094,
31,233.21316528320312,0.7043049335479736,181.03976440429688,2.8414875487214886e-05,-2.7283151212031953e-05,9.610128402709961,103.95404052734375,0.16688768565654755,745.6998291015625,,39.50153732299805,
32,248.97767639160156,0.5171797275543213,187.8598175048828,2.6976062144967727e-05,-2.6785126465256326e-05,9.733349800109863,57.32343673706055,0.13385090231895447,751.4664916992188,,39.008575439453125,
33,256.011962890625,0.6103097796440125,189.571044921875,2.928939284174703e-05,-2.9431010261760093e-05,9.631974220275879,60.878414154052734,0.15895578265190125,835.298583984375,,38.13951873779297,
34,255.49301147460938,0.6087322235107422,190.28369140625,2.6941424948745407e-05,-2.665206375240814e-05,9.684754371643066,1818.2794189453125,0.15084567666053772,735.7882690429688,,37.822994232177734,
35,266.95562744140625,0.8549590706825256,189.41592407226562,3.24322099913843e-05,-3.1973559089237824e-05,9.383722305297852,2339.834228515625,0.17504990100860596,671.5099487304688,,37.8542366027832,
36,357.675048828125,3.113312005996704,194.16993713378906,5.3566738642985e-05,-5.3917337936582044e-05,8.387027740478516,839.0404052734375,0.4651315212249756,833.4254150390625,,30.38282012939453,
37,674.3792114257812,14.499338150024414,184.2674560546875,0.00019018301100004464,-0.00020252977265045047,6.437908172607422,1094.7279052734375,1.7192463874816895,986.250244140625,,16.834272384643555,
38,1241.6375732421875,18.706457138061523,202.2263641357422,8.356086618732661e-05,-7.767302304273471e-05,6.250347137451172,1623.7086181640625,1.5010873079299927,1060.5545654296875,,18.298877716064453,
39,1756.0560302734375,24.851306915283203,188.0613250732422,5.633349428535439e-05,-5.600872100330889e-05,5.956194877624512,3476.127685546875,1.8175679445266724,1074.21875,,19.27800178527832,
40,1760.5533447265625,28.016651153564453,173.3948516845703,6.880328874103725e-05,-6.02743421040941e-05,5.879199028015137,2477.535888671875,1.932570457458496,1063.2137451171875,,21.356456756591797,
41,2607.571533203125,31.46297836303711,190.89862060546875,4.009881376987323e-05,-2.737364593485836e-05,5.631758213043213,1368.9251708984375,2.188629388809204,1150.7852783203125,,22.294178009033203,
42,2448.9951171875,25.520719528198242,190.12548828125,0.00011137635010527447,-0.0001141046013799496,6.015618324279785,1648.6419677734375,1.9224259853363037,1011.7777709960938,,21.011138916015625,
43,2176.6875,18.366132736206055,203.34201049804688,9.428108023712412e-05,-9.572023554937914e-05,6.580401420593262,1009.2761840820312,1.5194069147109985,1062.0057373046875,,20.518781661987305,
44,2730.65869140625,23.965118408203125,196.282470703125,9.531497198622674e-05,-9.660320210969076e-05,6.302958965301514,1034.77197265625,1.79188871383667,943.0353393554688,,31.632301330566406,
45,1091.4876708984375,10.556550979614258,61.25709533691406,0.001397657091729343,0.000769349280744791,11.181273460388184,554.2276000976562,7.177353858947754,1608.4940185546875,,36.94907760620117,
46,220.47181701660156,0.8296549320220947,185.2276611328125,7.366476347669959e-05,1.7864049368654378e-05,9.718562126159668,131.43917846679688,0.3753490447998047,759.5907592773438,,39.263038635253906,
47,226.4844512939453,0.6093114614486694,186.38800048828125,3.4148262784583494e-05,-3.4052241971949115e-05,9.6984281539917,92.97980499267578,0.15315356850624084,854.5023193359375,578.9754028320312,39.6949348449707,197.3274383544922
48,230.05299377441406,0.5293785929679871,187.1968536376953,2.536588544899132e-05,-2.5410958187421784e-05,9.838605880737305,71.04263305664062,0.138807475566864,747.0345458984375,597.0101318359375,39.90717697143555,196.44732666015625
49,233.83126831054688,0.5137994885444641,190.1464080810547,2.397709249635227e-05,-2.3981297999853268e-05,9.882278442382812,60.0614013671875,0.13945716619491577,793.3789672851562,613.6417846679688,39.75621032714844,200.9795379638672
50,235.4019012451172,0.5102883577346802,188.9712371826172,2.270724689878989e-05,-2.2899512259755284e-05,9.883000373840332,70.42170715332031,0.14127230644226074,877.0811767578125,649.6878662109375,39.63388442993164,200.56687927246094
51,230.70339965820312,0.5515637993812561,187.01190185546875,2.5128681954811327e-05,-2.446990220050793e-05,9.768590927124023,100.4251937866211,0.1397666037082672,772.6715698242188,698.7801513671875,39.42588806152344,202.63380432128906
52,232.60162353515625,0.6714185476303101,186.54856872558594,3.525727515807375e-05,-3.524148269207217e-05,9.540188789367676,121.36614990234375,0.16653388738632202,742.535400390625,755.1882934570312,38.96841049194336,202.07313537597656
53,236.27191162109375,0.8945900797843933,185.2752227783203,3.8523725379491225e-05,-3.854391979984939e-05,9.267621994018555,64.84002685546875,0.23685814440250397,819.93310546875,812.7557373046875,39.244503021240234,141.111083984375
54,233.4146270751953,0.5696471929550171,189.64634704589844,2.897007107094396e-05,-2.9094375349814072e-05,9.709551811218262,224.79295349121094,0.1452256143093109,681.0458374023438,882.5715942382812,39.00188064575195,200.91986083984375
55,242.17686462402344,0.7683901190757751,182.165283203125,3.22266059811227e-05,-3.098783054156229e-05,9.526620864868164,182.7977752685547,0.18066318333148956,756.6235961914062,972.1198120117188,38.451847076416016,194.44540405273438
56,248.47914123535156,0.8273959755897522,181.93350219726562,3.182562431902625e-05,-3.115559957223013e-05,9.385154724121094,145.09597778320312,0.19610702991485596,764.5025024414062,1064.6043701171875,36.227813720703125,197.46214294433594
57,262.32464599609375,1.0870610475540161,187.78134155273438,3.6372850445332006e-05,-3.592016946640797e-05,9.156095504760742,438.2523498535156,0.240558922290802,827.6380004882812,1153.16943359375,35.25008773803711,204.57176208496094
58,290.96710205078125,1.1496745347976685,201.33079528808594,4.3093390559079126e-05,-4.372218609205447e-05,9.052641868591309,4696.97265625,0.26554787158966064,626.2634887695312,1251.8302001953125,34.686100006103516,203.58729553222656
59,498.0788269042969,8.764375686645508,194.94784545898438,9.327059524366632e-05,-9.650265565142035e-05,7.468302249908447,2780.481689453125,1.178942322731018,989.7709350585938,1410.6275634765625,24.776535034179688,200.62466430664062
60,887.9849853515625,16.172725677490234,182.60630798339844,0.00011345469829393551,-0.00012583074567373842,6.555230617523193,2401.350341796875,1.5650529861450195,879.3739013671875,1533.6595458984375,19.970287322998047,204.18565368652344
61,2086.2646484375,28.352148056030273,183.97100830078125,8.73307726578787e-05,-7.377052679657936e-05,5.680017948150635,2898.312744140625,2.349320888519287,1052.1116943359375,1557.4647216796875,18.54210090637207,206.2533721923828
62,2554.461181640625,29.931299209594727,179.96029663085938,8.143777813529596e-05,-6.691758608212695e-05,5.630430698394775,2283.141357421875,2.4719808101654053,1019.087890625,1531.3031005859375,16.558334350585938,208.83729553222656
63,1857.55908203125,28.01169776916504,175.23748779296875,7.041795470286161e-05,-8.176507253665477e-05,5.934898376464844,39798.70703125,1.7360882759094238,969.3172607421875,1441.6661376953125,20.348899841308594,209.8192596435547
64,2869.55322265625,30.31208610534668,177.8970184326172,5.64682632102631e-05,-4.3827858462464064e-05,5.690539836883545,2512.77001953125,2.111276149749756,1025.284912109375,1362.9349365234375,19.502416610717773,217.57858276367188
65,3054.79150390625,31.292783737182617,178.66993713378906,6.19761849520728e-05,-4.481607174966484e-05,5.6583757400512695,2169.63818359375,2.1286449432373047,1039.243408203125,,24.817216873168945,
66,3495.31103515625,29.366668701171875,184.49017333984375,7.944193930597976e-05,-9.000169666251168e-05,5.81447172164917,3552.846923828125,1.9057456254959106,1077.677490234375,,37.6610221862793,
67,3618.308349609375,30.46337890625,182.59434509277344,0.00010754772665677592,-0.00011216166603844613,5.8605241775512695,2202.8759765625,1.932397723197937,1063.5054931640625,,48.342018127441406,
68,1321.925537109375,9.73241138458252,61.39259719848633,0.0016488574910908937,0.0007943317759782076,11.068395614624023,544.4615478515625,8.326558113098145,1222.04931640625,,62.43642807006836,
69,225.2469482421875,0.7545816898345947,184.7307586669922,7.25293139112182e-05,2.1179934265092015e-05,9.797432899475098,327.6593322753906,0.36616113781929016,806.1884765625,,39.52553939819336,
70,232.94554138183594,0.5818542242050171,186.74334716796875,2.5633225959609263e-05,-2.5714529328979552e-05,9.785053253173828,82.06798553466797,0.15448062121868134,815.1597290039062,627.8844604492188,39.19797897338867,199.8829803466797
71,237.5442657470703,0.5437695980072021,187.91390991210938,2.6900826924247667e-05,-2.7014812076231465e-05,9.80220890045166,166.0089569091797,0.14489050209522247,745.6541137695312,635.6739501953125,39.46661376953125,201.43641662597656
72,242.458984375,0.5249166488647461,189.3767547607422,2.5830486265476793e-05,-2.5815596018219367e-05,9.863298416137695,81.6751480102539,0.1409490406513214,773.6929321289062,639.62060546875,39.59172821044922,196.77728271484375
73,244.8484649658203,0.6755099296569824,189.3602752685547,2.6829053240362555e-05,-2.686724292289e-05,9.600977897644043,58.011966705322266,0.18221861124038696,817.7103271484375,686.5396728515625,39.40637969970703,185.5810089111328
74,238.9566192626953,0.8985786437988281,184.55760192871094,4.219368565827608e-05,-4.1285202314611524e-05,9.40827465057373,208.46347045898438,0.22018814086914062,834.19482421875,746.8748779296875,37.87537384033203,191.6823272705078
75,241.11793518066406,0.7320380806922913,185.22247314453125,4.025071029900573e-05,-4.031003118143417e-05,9.433141708374023,292.0621643066406,0.18599385023117065,781.5362548828125,813.3040771484375,38.940494537353516,195.8316650390625
76,241.19100952148438,0.7785803079605103,186.54783630371094,3.726714930962771e-05,-3.733285120688379e-05,9.417094230651855,1317.9693603515625,0.19461622834205627,668.0715942382812,876.416259765625,37.45769119262695,201.833984375
77,257.25372314453125,1.0918406248092651,194.71337890625,6.368091999320313e-05,-6.373428914230317e-05,9.058109283447266,385.0832214355469,0.2719622850418091,577.9921875,945.8517456054688,34.593990325927734,208.19241333007812
78,282.5059509277344,1.6617411375045776,204.09378051757812,9.393740037921816e-05,-9.538041922496632e-05,8.645787239074707,273.8648376464844,0.394237756729126,540.3975830078125,1039.2874755859375,29.653047561645508,208.8366241455078
79,330.2900695800781,3.478365659713745,206.95216369628906,9.582051279721782e-05,-9.704335388960317e-05,8.29119873046875,292.7283020019531,0.6021640300750732,913.9078979492188,1158.332275390625,27.03083610534668,208.85260009765625
80,320.1833801269531,4.349123477935791,195.4719696044922,9.307022992288694e-05,-9.3134178314358e-05,8.207859992980957,1131.657470703125,0.7201024889945984,658.125732421875,1262.0743408203125,27.21487808227539,210.69837951660156
81,421.56072998046875,6.292739391326904,199.75201416015625,0.00011547048052307218,-0.00011514949437696487,7.457640171051025,1997.56884765625,0.9653902649879456,897.7261352539062,1366.7498779296875,20.792102813720703,202.53411865234375
82,543.8871459960938,10.496111869812012,157.9183807373047,0.00015373158385045826,-0.00014962574641685933,7.530150413513184,8671.564453125,1.3379884958267212,893.4373168945312,1524.8394775390625,25.85569190979004,173.71031188964844
83,1265.96337890625,23.106271743774414,174.33364868164062,0.00011336473107803613,-9.937561844708398e-05,5.9677019119262695,2744.59033203125,2.035395860671997,980.7645263671875,1599.526611328125,17.839012145996094,203.60386657714844
84,2664.16748046875,31.2799129486084,173.65957641601562,6.37768316664733e-05,-5.4837422794662416e-05,5.559506893157959,2178.919921875,2.5740320682525635,1030.9605712890625,1608.3299560546875,21.612329483032227,206.72720336914062
85,2477.67724609375,28.576889038085938,183.4344482421875,8.780573261901736e-05,-7.092677697073668e-05,5.663645267486572,1550.652099609375,2.4416940212249756,979.7944946289062,1480.9757080078125,15.848591804504395,206.97764587402344
86,1899.2269287109375,30.388378143310547,182.81614685058594,8.098153193714097e-05,-8.159747812896967e-05,5.813675880432129,170529.4375,1.933310866355896,987.8507080078125,1400.46826171875,21.55499839782715,211.0334014892578
87,2232.168701171875,31.620004653930664,187.89585876464844,7.587140862597153e-05,-5.7737739552976564e-05,5.841093063354492,241162.59375,1.9704781770706177,1096.355712890625,1297.58740234375,20.22116470336914,214.78443908691406
88,2811.624755859375,34.384334564208984,169.19573974609375,6.049705552868545e-05,-9.288097498938441e-05,5.759886264801025,62539.15625,2.1835403442382812,1040.19775390625,,26.162504196166992,
89,3379.55908203125,31.703405380249023,181.5560302734375,9.078850416699424e-05,-6.905307964188978e-05,5.823814392089844,12796.974609375,2.01468825340271,1098.34033203125,,37.01113510131836,
